710,498,1012,466,1066,712,648,750
710,526,1028,496,1082,742,640,794
692,468,1016,440,1068,680,616,728
696,430,1046,408,1092,652,608,702
614,568,972,562,1010,812,494,856
604,518,954,502,998,740,498,812
580,480,942,490,966,738,440,788
618,466,960,462,990,700,500,776
618,384,956,404,970,652,482,706
640,452,940,470,954,708,504,780
684,410,962,424,974,660,558,750
684,410,962,424,974,660,558,750
