710,498,1012,466,1066,712,648,750
707.4,489.2,1007,461.8,1056.8,706.8,639,750
704.8,480.4,1002,457.6,1047.6,701.6,630,750
702.2,471.6,997,453.4,1038.4,696.4,621,750
699.6,462.8,992,449.2,1029.2,691.2,612,750
697,454,987,445,1020,686,603,750
694.4,445.2,982,440.8,1010.8,680.8,594,750
691.8,436.4,977,436.6,1001.6,675.6,585,750
689.2,427.6,972,432.4,992.4,670.4,576,750
686.6,418.8,967,428.2,983.2,665.2,567,750
684,410,962,424,974,660,558,750
684,410,962,424,974,660,558,750
